regio1,regio2,regio3,baseRent,totalRent,livingSpace,noRooms,floor,numberOfFloors,yearConstructed,condition,interiorQual,lift,balcony,hasKitchen,cellar,garden,typeOfFlat,serviceCharge,heatingType,newlyConst,picturecount,pricetrend,date,rent_per_sqm,neighborhood,district_part,bezirk,date_clean,district_name,avg_monthly_income_eur,median_monthly_income_eur,unemployment_rate_pct,population,transfer_income_share_pct,rent_burden_pct
Berlin,Berlin,Staaken_Spandau,820.0,1140.0,77.0,3.0,0.0,3.0,,,,True,True,True,False,False,ground_floor,320.0,central_heating,False,10,4.99,Feb20,10.64935064935065,Staaken,Spandau,Spandau,2020-02,Spandau,1700,1550,11.5,245000,18.5,48.23529411764706
Berlin,Berlin,Weißensee_Weißensee,808.0,955.0,62.63,2.0,0.0,3.0,1918.0,refurbished,,False,False,False,False,False,ground_floor,79.0,central_heating,False,17,7.35,Oct19,12.901165575602748,Weißensee,Weißensee,Pankow,2019-10,Pankow,2200,2050,6.5,413000,9.5,36.72727272727273
Berlin,Berlin,Mitte_Mitte,1150.0,1300.0,46.4,2.0,3.0,5.0,2019.0,first_time_use,luxury,True,True,True,True,False,apartment,150.0,floor_heating,True,15,6.6,Oct19,24.78448275862069,Mitte,Mitte,Mitte,2019-10,Mitte,1850,1650,12.8,384000,22.5,62.16216216216216
Berlin,Berlin,Kreuzberg_Kreuzberg,1200.0,1428.78,67.0,2.5,6.0,7.0,2017.0,mint_condition,sophisticated,True,True,True,True,False,apartment,228.78,floor_heating,False,2,8.63,Oct19,17.91044776119403,Kreuzberg,Kreuzberg,Friedrichshain-Kreuzberg,2019-10,Friedrichshain-Kreuzberg,1900,1750,9.2,289000,16.8,63.1578947368421
Berlin,Berlin,Tiergarten_Tiergarten,1338.43,1559.05,73.54,2.0,0.0,6.0,2019.0,first_time_use,sophisticated,True,True,True,True,False,ground_floor,147.08,district_heating,True,9,7.56,Feb20,18.200027196083763,Tiergarten,Tiergarten,Mitte,2020-02,Mitte,1850,1650,12.8,384000,22.5,72.34756756756757
Berlin,Berlin,Grünau_Köpenick,1048.0,1280.0,83.14,3.0,1.0,2.0,2014.0,mint_condition,sophisticated,False,True,True,True,False,apartment,232.0,combined_heat_and_power_plant,False,21,4.99,Oct19,12.605244166466202,Grünau,Köpenick,Treptow-Köpenick,2019-10,Treptow-Köpenick,2050,1900,7.0,274000,10.5,51.1219512195122
Berlin,Berlin,Marzahn_Marzahn,435.61,656.72,62.23,3.0,16.0,,1980.0,modernized,,True,True,False,False,False,apartment,221.11,district_heating,False,8,6.06,Oct19,7.000000000000001,Marzahn,Marzahn,Marzahn-Hellersdorf,2019-10,Marzahn-Hellersdorf,1750,1600,10.8,269000,17.0,24.892
Berlin,Berlin,Köpenick_Köpenick,910.0,,105.92,4.0,1.0,2.0,1870.0,refurbished,sophisticated,False,True,True,True,True,maisonette,105.0,gas_heating,False,15,8.54,Feb20,8.591389728096676,Köpenick,Köpenick,Treptow-Köpenick,2020-02,Treptow-Köpenick,2050,1900,7.0,274000,10.5,44.390243902439025
Berlin,Berlin,Neu_Hohenschönhausen_Hohenschönhausen,699.0,861.0,71.2,3.0,4.0,,1984.0,modernized,,True,True,True,True,False,apartment,162.0,district_heating,False,3,6.3,Oct19,9.817415730337078,Neu_Hohenschönhausen,Hohenschönhausen,Lichtenberg,2019-10,Lichtenberg,1800,1650,9.5,296000,14.5,38.83333333333333
Berlin,Berlin,Hellersdorf_Hellersdorf,314.78,415.51,41.97,1.0,2.0,5.0,1988.0,first_time_use_after_refurbishment,sophisticated,False,False,False,True,False,apartment,67.15,central_heating,False,6,7.0,Oct19,7.500119132713842,Hellersdorf,Hellersdorf,Marzahn-Hellersdorf,2019-10,Marzahn-Hellersdorf,1750,1600,10.8,269000,17.0,17.98742857142857
Berlin,Berlin,Prenzlauer_Berg_Prenzlauer_Berg,2225.0,2565.0,165.68,4.0,6.0,6.0,1910.0,refurbished,sophisticated,True,True,True,True,False,roof_storey,200.0,district_heating,False,13,6.54,Feb20,13.429502655721873,Prenzlauer_Berg,Prenzlauer_Berg,Pankow,2020-02,Pankow,2200,2050,6.5,413000,9.5,101.13636363636364
Berlin,Berlin,Französisch_Buchholz_Pankow,792.0,1125.0,88.0,3.5,1.0,2.0,1890.0,well_kept,sophisticated,False,True,True,False,False,apartment,215.0,central_heating,False,9,10.23,May19,9.0,Französisch_Buchholz,Pankow,Pankow,2019-05,Pankow,2200,2050,6.5,413000,9.5,36.0
Berlin,Berlin,Charlottenburg_Charlottenburg,2380.0,2830.0,140.0,3.0,6.0,6.0,2018.0,,,True,True,True,True,False,penthouse,450.0,floor_heating,True,14,6.85,Oct19,17.0,Charlottenburg,Charlottenburg,Charlottenburg-Wilmersdorf,2019-10,Charlottenburg-Wilmersdorf,2400,2200,7.8,342000,11.2,99.16666666666667
Berlin,Berlin,Mitte_Mitte,1640.6,1893.09,97.9,3.0,4.0,6.0,2017.0,first_time_use,sophisticated,True,True,True,True,False,apartment,161.65,floor_heating,False,15,8.56,May19,16.757916241062308,Mitte,Mitte,Mitte,2019-05,Mitte,1850,1650,12.8,384000,22.5,88.68108108108108
Berlin,Berlin,Prenzlauer_Berg_Prenzlauer_Berg,1456.35,1747.63,97.09,3.0,2.0,5.0,1900.0,refurbished,,False,False,True,False,False,apartment,291.28,central_heating,False,11,6.87,Feb20,14.999999999999998,Prenzlauer_Berg,Prenzlauer_Berg,Pankow,2020-02,Pankow,2200,2050,6.5,413000,9.5,66.19772727272726
Berlin,Berlin,Mariendorf_Tempelhof,502.46,618.21,62.75,2.5,0.0,4.0,1927.0,modernized,sophisticated,False,False,False,True,True,raised_ground_floor,115.75,self_contained_central_heating,False,14,8.55,May19,8.007330677290836,Mariendorf,Tempelhof,Tempelhof-Schöneberg,2019-05,Tempelhof-Schöneberg,2100,1950,8.3,351000,13.5,23.926666666666666
Berlin,Berlin,Neukölln_Neukölln,309.84,399.84,35.0,1.0,1.0,,1900.0,well_kept,normal,False,False,False,False,False,apartment,55.0,central_heating,False,1,9.65,Feb20,8.852571428571428,Neukölln,Neukölln,Neukölln,2020-02,Neukölln,1650,1500,14.1,329000,24.0,18.778181818181817
Berlin,Berlin,Prenzlauer_Berg_Prenzlauer_Berg,1698.64,2018.38,99.92,3.0,5.0,5.0,,refurbished,,False,True,False,False,False,maisonette,319.74,central_heating,False,11,6.54,Feb20,17.0,Prenzlauer_Berg,Prenzlauer_Berg,Pankow,2020-02,Pankow,2200,2050,6.5,413000,9.5,77.2109090909091
Berlin,Berlin,Tiergarten_Tiergarten,845.0,1000.0,41.58,2.0,6.0,7.0,1975.0,,,False,True,True,True,False,apartment,100.0,district_heating,False,19,10.17,May19,20.322270322270324,Tiergarten,Tiergarten,Mitte,2019-05,Mitte,1850,1650,12.8,384000,22.5,45.67567567567568
Berlin,Berlin,Charlottenburg_Charlottenburg,875.0,1125.0,81.0,2.0,1.0,3.0,1990.0,well_kept,sophisticated,False,True,True,True,True,apartment,250.0,central_heating,False,10,8.74,Sep18,10.802469135802468,Charlottenburg,Charlottenburg,Charlottenburg-Wilmersdorf,2018-09,Charlottenburg-Wilmersdorf,2400,2200,7.8,342000,11.2,36.45833333333333
Berlin,Berlin,Schmargendorf_Wilmersdorf,1247.7,1567.7,145.0,4.5,0.0,4.0,1910.0,well_kept,normal,False,False,False,False,False,ground_floor,170.0,central_heating,False,3,5.82,Feb20,8.604827586206897,Schmargendorf,Wilmersdorf,Charlottenburg-Wilmersdorf,2020-02,Charlottenburg-Wilmersdorf,2400,2200,7.8,342000,11.2,51.9875
Berlin,Berlin,Wedding_Wedding,1189.0,1399.0,82.0,3.0,2.0,5.0,,refurbished,,False,False,True,False,False,apartment,151.0,central_heating,False,27,10.95,May19,14.5,Wedding,Wedding,Mitte,2019-05,Mitte,1850,1650,12.8,384000,22.5,64.27027027027027
Berlin,Berlin,Köpenick_Köpenick,449.0,549.0,47.0,1.0,2.0,4.0,1997.0,well_kept,normal,False,True,True,False,False,apartment,50.0,central_heating,False,7,6.08,Oct19,9.5531914893617,Köpenick,Köpenick,Treptow-Köpenick,2019-10,Treptow-Köpenick,2050,1900,7.0,274000,10.5,21.902439024390244
Berlin,Berlin,Tiergarten_Tiergarten,1080.0,1289.65,59.9,2.0,11.0,14.0,2018.0,first_time_use,luxury,True,True,True,True,True,terraced_flat,209.65,floor_heating,True,16,10.4,Sep18,18.030050083472453,Tiergarten,Tiergarten,Mitte,2018-09,Mitte,1850,1650,12.8,384000,22.5,58.37837837837838
Berlin,Berlin,Siemensstadt_Spandau,749.0,989.0,69.75,2.0,4.0,6.0,1990.0,well_kept,normal,True,True,True,False,False,apartment,170.0,gas_heating,False,15,6.65,Feb20,10.738351254480287,Siemensstadt,Spandau,Spandau,2020-02,Spandau,1700,1550,11.5,245000,18.5,44.05882352941177
Berlin,Berlin,Tiergarten_Tiergarten,1013.0,1299.0,68.06,3.0,,5.0,1959.0,first_time_use_after_refurbishment,,True,False,True,False,False,apartment,204.0,central_heating,False,10,11.22,Sep18,14.88392594769321,Tiergarten,Tiergarten,Mitte,2018-09,Mitte,1850,1650,12.8,384000,22.5,54.75675675675675
Berlin,Berlin,Britz_Neukölln,1720.0,2500.0,220.0,4.0,,5.0,1998.0,refurbished,sophisticated,False,True,True,True,True,roof_storey,700.0,central_heating,False,40,7.04,Oct19,7.818181818181818,Britz,Neukölln,Neukölln,2019-10,Neukölln,1650,1500,14.1,329000,24.0,104.24242424242425
Berlin,Berlin,Buch_Pankow,450.0,604.0,40.0,1.5,2.0,2.0,,,,False,False,True,True,False,other,154.0,central_heating,False,0,8.22,Sep18,11.25,Buch,Pankow,Pankow,2018-09,Pankow,2200,2050,6.5,413000,9.5,20.454545454545457
Berlin,Berlin,Friedrichshain_Friedrichshain,1253.78,1406.68,61.16,2.0,8.0,11.0,,first_time_use,sophisticated,True,True,True,False,False,apartment,91.74,floor_heating,False,9,10.09,Sep18,20.5,Friedrichshain,Friedrichshain,Friedrichshain-Kreuzberg,2018-09,Friedrichshain-Kreuzberg,1900,1750,9.2,289000,16.8,65.98842105263158
Berlin,Berlin,Karow_Weißensee,636.01,822.97,68.75,3.0,3.0,,1997.0,well_kept,,False,True,True,True,False,apartment,186.96,district_heating,False,8,8.86,Sep18,9.251054545454544,Karow,Weißensee,Pankow,2018-09,Pankow,2200,2050,6.5,413000,9.5,28.909545454545455
Berlin,Berlin,Mitte_Mitte,1150.0,1300.0,49.39,2.0,3.0,4.0,1958.0,,,False,True,True,True,False,apartment,80.0,central_heating,False,13,6.22,Feb20,23.284065600323952,Mitte,Mitte,Mitte,2020-02,Mitte,1850,1650,12.8,384000,22.5,62.16216216216216
Berlin,Berlin,Friedrichshain_Friedrichshain,1500.0,1766.0,111.0,3.0,5.0,5.0,1914.0,,,False,True,True,False,False,roof_storey,155.0,central_heating,False,19,7.78,Feb20,13.513513513513514,Friedrichshain,Friedrichshain,Friedrichshain-Kreuzberg,2020-02,Friedrichshain-Kreuzberg,1900,1750,9.2,289000,16.8,78.94736842105263
Berlin,Berlin,Wilmersdorf_Wilmersdorf,430.0,545.0,36.08,1.0,3.0,,1912.0,,,False,False,False,False,False,,115.0,district_heating,False,1,8.57,Sep18,11.917960088691796,Wilmersdorf,Wilmersdorf,Charlottenburg-Wilmersdorf,2018-09,Charlottenburg-Wilmersdorf,2400,2200,7.8,342000,11.2,17.916666666666668
Berlin,Berlin,Neukölln_Neukölln,1050.0,1200.0,53.0,2.0,5.0,5.0,1910.0,modernized,normal,False,True,True,True,False,roof_storey,150.0,,False,0,9.26,Feb20,19.81132075471698,Neukölln,Neukölln,Neukölln,2020-02,Neukölln,1650,1500,14.1,329000,24.0,63.63636363636363
Berlin,Berlin,Reinickendorf_Reinickendorf,764.0,899.0,46.34,2.0,,4.0,1933.0,,,False,True,True,False,False,apartment,90.0,district_heating,False,9,7.59,Oct19,16.486836426413465,Reinickendorf,Reinickendorf,Reinickendorf,2019-10,Reinickendorf,1800,1650,10.2,265000,16.0,42.44444444444444
Berlin,Berlin,Wedding_Wedding,980.0,1095.0,93.0,2.0,3.0,4.0,1900.0,fully_renovated,normal,False,False,True,True,False,apartment,115.0,self_contained_central_heating,False,7,9.13,Oct19,10.53763440860215,Wedding,Wedding,Mitte,2019-10,Mitte,1850,1650,12.8,384000,22.5,52.972972972972975
Berlin,Berlin,Charlottenburg_Charlottenburg,1387.36,1710.1,95.68,2.0,3.0,8.0,1992.0,well_kept,sophisticated,True,True,True,False,False,apartment,228.79,district_heating,False,5,6.83,Oct19,14.499999999999998,Charlottenburg,Charlottenburg,Charlottenburg-Wilmersdorf,2019-10,Charlottenburg-Wilmersdorf,2400,2200,7.8,342000,11.2,57.806666666666665
Berlin,Berlin,Schmöckwitz_Köpenick,990.0,1215.0,90.0,3.0,2.0,3.0,1932.0,first_time_use_after_refurbishment,,False,False,False,False,False,apartment,225.0,central_heating,False,8,6.73,Feb20,11.0,Schmöckwitz,Köpenick,Treptow-Köpenick,2020-02,Treptow-Köpenick,2050,1900,7.0,274000,10.5,48.292682926829265
Berlin,Berlin,Französisch_Buchholz_Pankow,890.0,1190.0,83.0,3.0,2.0,3.0,2016.0,mint_condition,sophisticated,True,True,True,True,True,apartment,300.0,floor_heating,False,22,9.2,Sep18,10.72289156626506,Französisch_Buchholz,Pankow,Pankow,2018-09,Pankow,2200,2050,6.5,413000,9.5,40.45454545454545
Berlin,Berlin,Wedding_Wedding,800.0,890.0,49.0,2.0,0.0,,1910.0,first_time_use_after_refurbishment,sophisticated,False,False,True,True,False,apartment,90.0,,False,7,10.75,Sep18,16.3265306122449,Wedding,Wedding,Mitte,2018-09,Mitte,1850,1650,12.8,384000,22.5,43.24324324324324
Berlin,Berlin,Wittenau_Reinickendorf,1243.79,1688.94,120.44,5.0,,,1995.0,fully_renovated,,False,True,True,False,False,roof_storey,445.15,district_heating,False,12,8.26,May19,10.327050813683162,Wittenau,Reinickendorf,Reinickendorf,2019-05,Reinickendorf,1800,1650,10.2,265000,16.0,69.09944444444444
Berlin,Berlin,Neukölln_Neukölln,311.99,478.74,43.88,1.0,,,1977.0,,,True,True,False,False,False,apartment,100.05,,False,7,11.54,Sep18,7.11007292616226,Neukölln,Neukölln,Neukölln,2018-09,Neukölln,1650,1500,14.1,329000,24.0,18.90848484848485
Berlin,Berlin,Mitte_Mitte,990.0,1200.0,59.54,2.0,1.0,7.0,2016.0,mint_condition,sophisticated,True,True,True,True,False,apartment,210.0,floor_heating,False,10,8.7,Sep18,16.627477326167284,Mitte,Mitte,Mitte,2018-09,Mitte,1850,1650,12.8,384000,22.5,53.51351351351351
Berlin,Berlin,Mitte_Mitte,1577.34,1783.08,68.58,2.0,2.0,4.0,1915.0,refurbished,sophisticated,True,False,True,False,False,,205.74,central_heating,False,27,5.91,Feb20,23.0,Mitte,Mitte,Mitte,2020-02,Mitte,1850,1650,12.8,384000,22.5,85.26162162162161
Berlin,Berlin,Spandau_Spandau,520.75,685.97,54.07,1.5,6.0,,1964.0,modernized,,True,True,False,True,False,apartment,165.22,district_heating,False,9,7.59,Sep18,9.63103384501572,Spandau,Spandau,Spandau,2018-09,Spandau,1700,1550,11.5,245000,18.5,30.63235294117647
Berlin,Berlin,Prenzlauer_Berg_Prenzlauer_Berg,3700.0,,180.0,4.0,3.0,3.0,1900.0,modernized,luxury,False,True,True,False,True,loft,513.0,central_heating,False,14,7.21,Oct19,20.555555555555557,Prenzlauer_Berg,Prenzlauer_Berg,Pankow,2019-10,Pankow,2200,2050,6.5,413000,9.5,168.1818181818182
Berlin,Berlin,Adlershof_Treptow,351.0,475.2,54.0,2.0,2.0,,2019.0,,,False,True,False,False,False,apartment,124.2,,True,1,8.53,May19,6.5,Adlershof,Treptow,Treptow-Köpenick,2019-05,Treptow-Köpenick,2050,1900,7.0,274000,10.5,17.121951219512198
Berlin,Berlin,Friedenau_Schöneberg,503.87,627.13,57.33,2.0,1.0,4.0,1900.0,need_of_renovation,simple,False,True,False,False,False,apartment,71.66,central_heating,False,15,8.93,May19,8.788941217512646,Friedenau,Schöneberg,Tempelhof-Schöneberg,2019-05,Tempelhof-Schöneberg,2100,1950,8.3,351000,13.5,23.993809523809524
Berlin,Berlin,Alt_Hohenschönhausen_Hohenschönhausen,365.37,489.2,51.0,2.0,1.0,,1930.0,,,False,True,False,False,False,ground_floor,123.83,,False,2,6.17,Feb20,7.1641176470588235,Alt_Hohenschönhausen,Hohenschönhausen,Lichtenberg,2020-02,Lichtenberg,1800,1650,9.5,296000,14.5,20.298333333333336
Berlin,Berlin,Mitte_Mitte,2750.0,2990.0,106.1,4.0,5.0,6.0,2016.0,,luxury,False,True,False,False,False,,240.0,central_heating,False,25,8.55,May19,25.918944392082945,Mitte,Mitte,Mitte,2019-05,Mitte,1850,1650,12.8,384000,22.5,148.64864864864865
Berlin,Berlin,Wedding_Wedding,575.0,700.0,40.34,2.0,4.0,4.0,1900.0,,,False,False,False,False,False,apartment,56.0,,False,5,8.67,Feb20,14.253842340109072,Wedding,Wedding,Mitte,2020-02,Mitte,1850,1650,12.8,384000,22.5,31.08108108108108
Berlin,Berlin,Prenzlauer_Berg_Prenzlauer_Berg,1599.0,1734.0,81.5,3.0,2.0,4.0,,mint_condition,sophisticated,False,False,True,False,False,,105.0,,False,6,9.47,May19,19.619631901840492,Prenzlauer_Berg,Prenzlauer_Berg,Pankow,2019-05,Pankow,2200,2050,6.5,413000,9.5,72.68181818181819
Berlin,Berlin,Mitte_Mitte,560.0,660.0,19.5,1.0,6.0,,,,,False,True,True,True,False,,100.0,,False,3,8.55,May19,28.71794871794872,Mitte,Mitte,Mitte,2019-05,Mitte,1850,1650,12.8,384000,22.5,30.270270270270274
Berlin,Berlin,Schöneberg_Schöneberg,1210.0,1350.0,62.0,2.0,1.0,,,,normal,False,True,False,True,False,apartment,140.0,central_heating,False,15,7.2,Feb20,19.516129032258064,Schöneberg,Schöneberg,Tempelhof-Schöneberg,2020-02,Tempelhof-Schöneberg,2100,1950,8.3,351000,13.5,57.61904761904761
Berlin,Berlin,Friedrichshain_Friedrichshain,625.0,750.0,78.88,2.0,0.0,5.0,1920.0,first_time_use_after_refurbishment,normal,False,False,False,True,False,ground_floor,125.0,self_contained_central_heating,False,1,8.17,Oct19,7.923427991886411,Friedrichshain,Friedrichshain,Friedrichshain-Kreuzberg,2019-10,Friedrichshain-Kreuzberg,1900,1750,9.2,289000,16.8,32.89473684210527
Berlin,Berlin,Wedding_Wedding,629.0,714.0,59.95,2.0,1.0,,1900.0,refurbished,sophisticated,False,True,False,False,False,apartment,85.0,self_contained_central_heating,False,8,8.67,Feb20,10.49207673060884,Wedding,Wedding,Mitte,2020-02,Mitte,1850,1650,12.8,384000,22.5,34.0
Berlin,Berlin,Weißensee_Weißensee,1763.63,2244.62,160.33,7.0,5.0,5.0,2019.0,first_time_use,sophisticated,True,True,False,True,False,apartment,368.76,district_heating,True,7,6.9,Feb20,11.0,Weißensee,Weißensee,Pankow,2020-02,Pankow,2200,2050,6.5,413000,9.5,80.165
Berlin,Berlin,Friedrichsfelde_Lichtenberg,510.0,620.0,38.0,1.0,,6.0,2016.0,first_time_use,sophisticated,True,True,False,False,False,apartment,110.0,central_heating,False,19,7.08,Oct19,13.421052631578949,Friedrichsfelde,Lichtenberg,Lichtenberg,2019-10,Lichtenberg,1800,1650,9.5,296000,14.5,28.333333333333332
Berlin,Berlin,Karlshorst_Lichtenberg,745.0,845.0,68.0,2.5,,2.0,1997.0,well_kept,normal,False,False,True,True,True,roof_storey,75.0,gas_heating,False,28,5.58,Feb20,10.955882352941176,Karlshorst,Lichtenberg,Lichtenberg,2020-02,Lichtenberg,1800,1650,9.5,296000,14.5,41.388888888888886
Berlin,Berlin,Prenzlauer_Berg_Prenzlauer_Berg,2952.36,3362.41,164.0,4.0,,,2019.0,mint_condition,,True,False,False,True,False,apartment,410.05,self_contained_central_heating,True,11,6.58,Feb20,18.00219512195122,Prenzlauer_Berg,Prenzlauer_Berg,Pankow,2020-02,Pankow,2200,2050,6.5,413000,9.5,134.1981818181818
Berlin,Berlin,Charlottenburg_Charlottenburg,2481.92,2992.67,155.12,4.0,7.0,8.0,1992.0,well_kept,sophisticated,True,True,True,True,False,apartment,372.29,district_heating,False,16,6.83,Oct19,16.0,Charlottenburg,Charlottenburg,Charlottenburg-Wilmersdorf,2019-10,Charlottenburg-Wilmersdorf,2400,2200,7.8,342000,11.2,103.41333333333334
Berlin,Berlin,Siemensstadt_Spandau,668.0,899.0,81.14,3.0,4.0,,1957.0,modernized,sophisticated,False,True,False,False,False,,231.0,self_contained_central_heating,False,29,10.34,May19,8.232684249445404,Siemensstadt,Spandau,Spandau,2019-05,Spandau,1700,1550,11.5,245000,18.5,39.294117647058826
Berlin,Berlin,Tiergarten_Tiergarten,973.0,1100.0,57.95,2.0,1.0,7.0,1905.0,,,False,True,True,False,False,apartment,85.0,central_heating,False,15,8.28,Oct19,16.790336496980153,Tiergarten,Tiergarten,Mitte,2019-10,Mitte,1850,1650,12.8,384000,22.5,52.59459459459459
Berlin,Berlin,Tiergarten_Tiergarten,2215.0,2700.0,119.0,4.0,6.0,12.0,2019.0,mint_condition,sophisticated,True,True,True,True,False,apartment,485.0,central_heating,True,8,7.56,Feb20,18.613445378151265,Tiergarten,Tiergarten,Mitte,2020-02,Mitte,1850,1650,12.8,384000,22.5,119.72972972972973
Berlin,Berlin,Wilmersdorf_Wilmersdorf,400.0,490.0,30.0,1.0,1.0,7.0,1968.0,mint_condition,sophisticated,True,False,False,True,False,,90.0,central_heating,False,4,8.57,Sep18,13.333333333333334,Wilmersdorf,Wilmersdorf,Charlottenburg-Wilmersdorf,2018-09,Charlottenburg-Wilmersdorf,2400,2200,7.8,342000,11.2,16.666666666666664
Berlin,Berlin,Oberschöneweide_Köpenick,340.0,480.0,20.0,1.0,4.0,4.0,,,,True,False,True,False,False,apartment,140.0,gas_heating,False,0,6.55,Feb20,17.0,Oberschöneweide,Köpenick,Treptow-Köpenick,2020-02,Treptow-Köpenick,2050,1900,7.0,274000,10.5,16.585365853658537
Berlin,Berlin,Pankow_Pankow,1100.0,1190.0,58.3,2.0,2.0,,1905.0,,,False,True,True,False,False,apartment,90.0,self_contained_central_heating,False,15,9.1,May19,18.867924528301888,Pankow,Pankow,Pankow,2019-05,Pankow,2200,2050,6.5,413000,9.5,50.0
Berlin,Berlin,Hellersdorf_Hellersdorf,439.0,526.0,35.49,1.0,3.0,,1985.0,modernized,,True,True,False,True,False,apartment,87.0,district_heating,False,10,8.7,Sep18,12.36968160045083,Hellersdorf,Hellersdorf,Marzahn-Hellersdorf,2018-09,Marzahn-Hellersdorf,1750,1600,10.8,269000,17.0,25.085714285714282
Berlin,Berlin,Prenzlauer_Berg_Prenzlauer_Berg,625.0,700.0,30.44,1.0,,,1902.0,well_kept,,False,False,False,False,False,apartment,75.0,central_heating,False,10,9.47,May19,20.532194480946124,Prenzlauer_Berg,Prenzlauer_Berg,Pankow,2019-05,Pankow,2200,2050,6.5,413000,9.5,28.40909090909091
Berlin,Berlin,Neukölln_Neukölln,491.0,559.0,29.6,1.0,3.0,,1900.0,modernized,sophisticated,False,False,False,False,False,apartment,68.0,central_heating,False,11,11.54,Sep18,16.58783783783784,Neukölln,Neukölln,Neukölln,2018-09,Neukölln,1650,1500,14.1,329000,24.0,29.757575757575754
Berlin,Berlin,Tiergarten_Tiergarten,1488.0,1882.0,87.55,3.0,5.0,8.0,1998.0,fully_renovated,,True,True,True,True,False,apartment,394.0,central_heating,False,14,10.17,May19,16.99600228440891,Tiergarten,Tiergarten,Mitte,2019-05,Mitte,1850,1650,12.8,384000,22.5,80.43243243243244
Berlin,Berlin,Spandau_Spandau,473.01,649.92,56.92,2.0,0.0,,1964.0,modernized,,True,True,False,True,False,ground_floor,176.91,district_heating,False,9,7.59,Sep18,8.310084328882642,Spandau,Spandau,Spandau,2018-09,Spandau,1700,1550,11.5,245000,18.5,27.82411764705882
Berlin,Berlin,Grünau_Köpenick,1015.0,1270.0,96.47,3.0,0.0,,1999.0,,,False,True,True,False,False,roof_storey,255.0,,False,1,7.14,Sep18,10.52140561832694,Grünau,Köpenick,Treptow-Köpenick,2018-09,Treptow-Köpenick,2050,1900,7.0,274000,10.5,49.51219512195122
Berlin,Berlin,Neukölln_Neukölln,1080.0,1160.0,54.0,2.0,,,,,,False,True,True,True,False,apartment,,,False,11,10.1,Oct19,20.0,Neukölln,Neukölln,Neukölln,2019-10,Neukölln,1650,1500,14.1,329000,24.0,65.45454545454545
Berlin,Berlin,Köpenick_Köpenick,800.0,1000.0,80.86,3.0,0.0,4.0,1900.0,mint_condition,sophisticated,False,False,False,True,True,ground_floor,200.0,central_heating,False,24,8.54,Sep18,9.893643334157805,Köpenick,Köpenick,Treptow-Köpenick,2018-09,Treptow-Köpenick,2050,1900,7.0,274000,10.5,39.02439024390244
Berlin,Berlin,Mitte_Mitte,7000.0,7850.0,307.0,5.0,0.0,,1900.0,,,False,False,True,True,True,maisonette,850.0,central_heating,False,13,8.7,Sep18,22.80130293159609,Mitte,Mitte,Mitte,2018-09,Mitte,1850,1650,12.8,384000,22.5,378.3783783783784
Berlin,Berlin,Charlottenburg_Charlottenburg,2964.0,3704.0,247.0,7.0,5.0,5.0,1895.0,modernized,sophisticated,True,True,True,True,False,roof_storey,740.0,district_heating,False,23,6.83,Oct19,12.0,Charlottenburg,Charlottenburg,Charlottenburg-Wilmersdorf,2019-10,Charlottenburg-Wilmersdorf,2400,2200,7.8,342000,11.2,123.50000000000001
Berlin,Berlin,Johannisthal_Treptow,570.0,700.0,57.0,2.0,3.0,4.0,1920.0,negotiable,normal,False,True,True,True,False,apartment,70.0,central_heating,False,4,9.41,May19,10.0,Johannisthal,Treptow,Treptow-Köpenick,2019-05,Treptow-Köpenick,2050,1900,7.0,274000,10.5,27.80487804878049
Berlin,Berlin,Kreuzberg_Kreuzberg,1596.0,1961.0,76.0,3.0,5.0,5.0,2017.0,mint_condition,sophisticated,True,True,True,True,False,apartment,365.0,,False,14,10.59,May19,21.0,Kreuzberg,Kreuzberg,Friedrichshain-Kreuzberg,2019-05,Friedrichshain-Kreuzberg,1900,1750,9.2,289000,16.8,84.0
Berlin,Berlin,Lichterfelde_Steglitz,227.85,374.85,29.4,1.0,,,1904.0,well_kept,normal,False,False,True,False,False,half_basement,75.0,central_heating,False,0,7.94,May19,7.75,Lichterfelde,Steglitz,Steglitz-Zehlendorf,2019-05,Steglitz-Zehlendorf,2600,2400,5.2,310000,7.0,8.763461538461538
Berlin,Berlin,Tiergarten_Tiergarten,900.0,900.0,45.0,1.5,5.0,,,well_kept,normal,False,False,False,False,False,apartment,0.0,,False,7,11.22,Sep18,20.0,Tiergarten,Tiergarten,Mitte,2018-09,Mitte,1850,1650,12.8,384000,22.5,48.64864864864865
Berlin,Berlin,Köpenick_Köpenick,1201.0,1594.0,103.55,3.0,,,,refurbished,sophisticated,False,True,True,True,False,apartment,185.0,district_heating,False,13,8.54,Sep18,11.59826170931917,Köpenick,Köpenick,Treptow-Köpenick,2018-09,Treptow-Köpenick,2050,1900,7.0,274000,10.5,58.58536585365853
Berlin,Berlin,Marzahn_Marzahn,440.25,660.0,61.85,2.0,3.0,,1980.0,modernized,,True,False,False,False,False,apartment,219.75,district_heating,False,5,6.06,Oct19,7.11802748585287,Marzahn,Marzahn,Marzahn-Hellersdorf,2019-10,Marzahn-Hellersdorf,1750,1600,10.8,269000,17.0,25.157142857142855
